Localidad;Tarifa;fecha;Consumokws;anio;mes
Río Grande;COMERCIAL;01/01/1990;645648;1990;1
Río Grande;INDUSTRIAL;01/01/1990;1238815;1990;1
Río Grande;OFICIAL;01/01/1990;181531;1990;1
Río Grande;RESIDENCIAL;01/01/1990;1153314;1990;1
Río Grande;PROMOCIONAL;01/01/1990;6396;1990;1
Río Grande;ALUMB.PUBLICO;01/01/1990;-9;1990;1
Río Grande;LUZ DE OBRA;01/01/1990;22998;1990;1
Río Grande;JUB. Y PENS.;01/01/1990;24403;1990;1
Río Grande;BASE NAVAL;01/01/1990;-9;1990;1
Río Grande;GRANES DEMANDAS;01/01/1990;-9;1990;1
Río Grande;MEDIANAS DEMANDAS;01/01/1990;-9;1990;1
Río Grande;SERVICIO RESIDENCIAL;01/01/1990;-9;1990;1
Río Grande;USO GENERAL;01/01/1990;-9;1990;1
Ushuaia;COMERCIAL;01/01/1990;-9;1990;1
Ushuaia;INDUSTRIAL;01/01/1990;-9;1990;1
Ushuaia;OFICIAL;01/01/1990;-9;1990;1
Ushuaia;RESIDENCIAL;01/01/1990;-9;1990;1
Ushuaia;PROMOCIONAL;01/01/1990;-9;1990;1
Ushuaia;LUZ DE OBRA;01/01/1990;-9;1990;1
Ushuaia;BASE NAVAL;01/01/1990;-9;1990;1
Ushuaia;SERVICIOS SANITARIOS (3);01/01/1990;-9;1990;1
Ushuaia;ALUMB.PUBLICO;01/01/1990;-9;1990;1
Ushuaia;GRANES DEMANDAS;01/01/1990;-9;1990;1
Ushuaia;MEDIANAS DEMANDAS;01/01/1990;-9;1990;1
Ushuaia;USO RESIDENCIAL;01/01/1990;-9;1990;1
Ushuaia;USO GENERAL;01/01/1990;-9;1990;1
Ushuaia;ALUMB.PUBLICO;01/01/1990;-9;1990;1
Tolhuin;USO RESIDENCIAL;01/01/1990;-9;1990;1
Tolhuin;USO GENERAL;01/01/1990;-9;1990;1
Tolhuin;MEDIANAS DEMANDAS;01/01/1990;-9;1990;1
Tolhuin;GRANDES DEMANDAS;01/01/1990;-9;1990;1
Tolhuin;ALUMB.PUBLICO;01/01/1990;-9;1990;1
Río Grande;COMERCIAL;01/02/1990;565507;1990;2
Río Grande;INDUSTRIAL;01/02/1990;965229;1990;2
Río Grande;OFICIAL;01/02/1990;168399;1990;2
Río Grande;RESIDENCIAL;01/02/1990;855897;1990;2
Río Grande;PROMOCIONAL;01/02/1990;4686;1990;2
Río Grande;ALUMB.PUBLICO;01/02/1990;-9;1990;2
Río Grande;LUZ DE OBRA;01/02/1990;14160;1990;2
Río Grande;JUB. Y PENS.;01/02/1990;20355;1990;2
Río Grande;BASE NAVAL;01/02/1990;-9;1990;2
Río Grande;GRANES DEMANDAS;01/02/1990;-9;1990;2
Río Grande;MEDIANAS DEMANDAS;01/02/1990;-9;1990;2
Río Grande;SERVICIO RESIDENCIAL;01/02/1990;-9;1990;2
Río Grande;USO GENERAL;01/02/1990;-9;1990;2
Ushuaia;COMERCIAL;01/02/1990;-9;1990;2
Ushuaia;INDUSTRIAL;01/02/1990;-9;1990;2
Ushuaia;OFICIAL;01/02/1990;-9;1990;2
Ushuaia;RESIDENCIAL;01/02/1990;-9;1990;2
Ushuaia;PROMOCIONAL;01/02/1990;-9;1990;2
Ushuaia;LUZ DE OBRA;01/02/1990;-9;1990;2
Ushuaia;BASE NAVAL;01/02/1990;-9;1990;2
Ushuaia;SERVICIOS SANITARIOS (3);01/02/1990;-9;1990;2
Ushuaia;ALUMB.PUBLICO;01/02/1990;-9;1990;2
Ushuaia;GRANES DEMANDAS;01/02/1990;-9;1990;2
Ushuaia;MEDIANAS DEMANDAS;01/02/1990;-9;1990;2
Ushuaia;USO RESIDENCIAL;01/02/1990;-9;1990;2
Ushuaia;USO GENERAL;01/02/1990;-9;1990;2
Ushuaia;ALUMB.PUBLICO;01/02/1990;-9;1990;2
Tolhuin;USO RESIDENCIAL;01/02/1990;-9;1990;2
Tolhuin;USO GENERAL;01/02/1990;-9;1990;2
Tolhuin;MEDIANAS DEMANDAS;01/02/1990;-9;1990;2
Tolhuin;GRANDES DEMANDAS;01/02/1990;-9;1990;2
Tolhuin;ALUMB.PUBLICO;01/02/1990;-9;1990;2
Río Grande;COMERCIAL;01/03/1990;578016;1990;3
Río Grande;INDUSTRIAL;01/03/1990;1072114;1990;3
Río Grande;OFICIAL;01/03/1990;223276;1990;3
Río Grande;RESIDENCIAL;01/03/1990;1103314;1990;3
Río Grande;PROMOCIONAL;01/03/1990;5916;1990;3
Río Grande;ALUMB.PUBLICO;01/03/1990;-9;1990;3
Río Grande;LUZ DE OBRA;01/03/1990;23991;1990;3
Río Grande;JUB. Y PENS.;01/03/1990;23219;1990;3
Río Grande;BASE NAVAL;01/03/1990;-9;1990;3
Río Grande;GRANES DEMANDAS;01/03/1990;-9;1990;3
Río Grande;MEDIANAS DEMANDAS;01/03/1990;-9;1990;3
Río Grande;SERVICIO RESIDENCIAL;01/03/1990;-9;1990;3
Río Grande;USO GENERAL;01/03/1990;-9;1990;3
Ushuaia;COMERCIAL;01/03/1990;-9;1990;3
Ushuaia;INDUSTRIAL;01/03/1990;-9;1990;3
Ushuaia;OFICIAL;01/03/1990;-9;1990;3
Ushuaia;RESIDENCIAL;01/03/1990;-9;1990;3
Ushuaia;PROMOCIONAL;01/03/1990;-9;1990;3
Ushuaia;LUZ DE OBRA;01/03/1990;-9;1990;3
Ushuaia;BASE NAVAL;01/03/1990;-9;1990;3
Ushuaia;SERVICIOS SANITARIOS (3);01/03/1990;-9;1990;3
Ushuaia;ALUMB.PUBLICO;01/03/1990;-9;1990;3
Ushuaia;GRANES DEMANDAS;01/03/1990;-9;1990;3
Ushuaia;MEDIANAS DEMANDAS;01/03/1990;-9;1990;3
Ushuaia;USO RESIDENCIAL;01/03/1990;-9;1990;3
Ushuaia;USO GENERAL;01/03/1990;-9;1990;3
Ushuaia;ALUMB.PUBLICO;01/03/1990;-9;1990;3
Tolhuin;USO RESIDENCIAL;01/03/1990;-9;1990;3
Tolhuin;USO GENERAL;01/03/1990;-9;1990;3
Tolhuin;MEDIANAS DEMANDAS;01/03/1990;-9;1990;3
Tolhuin;GRANDES DEMANDAS;01/03/1990;-9;1990;3
Tolhuin;ALUMB.PUBLICO;01/03/1990;-9;1990;3
Río Grande;COMERCIAL;01/04/1990;643530;1990;4
Río Grande;INDUSTRIAL;01/04/1990;776550;1990;4
Río Grande;OFICIAL;01/04/1990;224172;1990;4
Río Grande;RESIDENCIAL;01/04/1990;1570354;1990;4
Río Grande;PROMOCIONAL;01/04/1990;13846;1990;4
Río Grande;ALUMB.PUBLICO;01/04/1990;-9;1990;4
Río Grande;LUZ DE OBRA;01/04/1990;23743;1990;4
Río Grande;JUB. Y PENS.;01/04/1990;38834;1990;4
Río Grande;BASE NAVAL;01/04/1990;-9;1990;4
Río Grande;GRANES DEMANDAS;01/04/1990;-9;1990;4
Río Grande;MEDIANAS DEMANDAS;01/04/1990;-9;1990;4
Río Grande;SERVICIO RESIDENCIAL;01/04/1990;-9;1990;4
Río Grande;USO GENERAL;01/04/1990;-9;1990;4
Ushuaia;COMERCIAL;01/04/1990;-9;1990;4
Ushuaia;INDUSTRIAL;01/04/1990;-9;1990;4
Ushuaia;OFICIAL;01/04/1990;-9;1990;4
Ushuaia;RESIDENCIAL;01/04/1990;-9;1990;4
Ushuaia;PROMOCIONAL;01/04/1990;-9;1990;4
Ushuaia;LUZ DE OBRA;01/04/1990;-9;1990;4
Ushuaia;BASE NAVAL;01/04/1990;-9;1990;4
Ushuaia;SERVICIOS SANITARIOS (3);01/04/1990;-9;1990;4
Ushuaia;ALUMB.PUBLICO;01/04/1990;-9;1990;4
Ushuaia;GRANES DEMANDAS;01/04/1990;-9;1990;4
Ushuaia;MEDIANAS DEMANDAS;01/04/1990;-9;1990;4
Ushuaia;USO RESIDENCIAL;01/04/1990;-9;1990;4
Ushuaia;USO GENERAL;01/04/1990;-9;1990;4
Ushuaia;ALUMB.PUBLICO;01/04/1990;-9;1990;4
Tolhuin;USO RESIDENCIAL;01/04/1990;-9;1990;4
Tolhuin;USO GENERAL;01/04/1990;-9;1990;4
Tolhuin;MEDIANAS DEMANDAS;01/04/1990;-9;1990;4
Tolhuin;GRANDES DEMANDAS;01/04/1990;-9;1990;4
Tolhuin;ALUMB.PUBLICO;01/04/1990;-9;1990;4
Río Grande;COMERCIAL;01/05/1990;695291;1990;5
Río Grande;INDUSTRIAL;01/05/1990;1045838;1990;5
Río Grande;OFICIAL;01/05/1990;252480;1990;5
Río Grande;RESIDENCIAL;01/05/1990;1311195;1990;5
Río Grande;PROMOCIONAL;01/05/1990;12096;1990;5
Río Grande;ALUMB.PUBLICO;01/05/1990;-9;1990;5
Río Grande;LUZ DE OBRA;01/05/1990;23829;1990;5
Río Grande;JUB. Y PENS.;01/05/1990;30156;1990;5
Río Grande;BASE NAVAL;01/05/1990;-9;1990;5
Río Grande;GRANES DEMANDAS;01/05/1990;-9;1990;5
Río Grande;MEDIANAS DEMANDAS;01/05/1990;-9;1990;5
Río Grande;SERVICIO RESIDENCIAL;01/05/1990;-9;1990;5
Río Grande;USO GENERAL;01/05/1990;-9;1990;5
Ushuaia;COMERCIAL;01/05/1990;-9;1990;5
Ushuaia;INDUSTRIAL;01/05/1990;-9;1990;5
Ushuaia;OFICIAL;01/05/1990;-9;1990;5
Ushuaia;RESIDENCIAL;01/05/1990;-9;1990;5
Ushuaia;PROMOCIONAL;01/05/1990;-9;1990;5
Ushuaia;LUZ DE OBRA;01/05/1990;-9;1990;5
Ushuaia;BASE NAVAL;01/05/1990;-9;1990;5
Ushuaia;SERVICIOS SANITARIOS (3);01/05/1990;-9;1990;5
Ushuaia;ALUMB.PUBLICO;01/05/1990;-9;1990;5
Ushuaia;GRANES DEMANDAS;01/05/1990;-9;1990;5
Ushuaia;MEDIANAS DEMANDAS;01/05/1990;-9;1990;5
Ushuaia;USO RESIDENCIAL;01/05/1990;-9;1990;5
Ushuaia;USO GENERAL;01/05/1990;-9;1990;5
Ushuaia;ALUMB.PUBLICO;01/05/1990;-9;1990;5
Tolhuin;USO RESIDENCIAL;01/05/1990;-9;1990;5
Tolhuin;USO GENERAL;01/05/1990;-9;1990;5
Tolhuin;MEDIANAS DEMANDAS;01/05/1990;-9;1990;5
Tolhuin;GRANDES DEMANDAS;01/05/1990;-9;1990;5
Tolhuin;ALUMB.PUBLICO;01/05/1990;-9;1990;5
Río Grande;COMERCIAL;01/06/1990;712701;1990;6
Río Grande;INDUSTRIAL;01/06/1990;1196527;1990;6
Río Grande;OFICIAL;01/06/1990;272592;1990;6
Río Grande;RESIDENCIAL;01/06/1990;1409111;1990;6
Río Grande;PROMOCIONAL;01/06/1990;14992;1990;6
Río Grande;ALUMB.PUBLICO;01/06/1990;-9;1990;6
Río Grande;LUZ DE OBRA;01/06/1990;25137;1990;6
Río Grande;JUB. Y PENS.;01/06/1990;35182;1990;6
Río Grande;BASE NAVAL;01/06/1990;-9;1990;6
Río Grande;GRANES DEMANDAS;01/06/1990;-9;1990;6
Río Grande;MEDIANAS DEMANDAS;01/06/1990;-9;1990;6
Río Grande;SERVICIO RESIDENCIAL;01/06/1990;-9;1990;6
Río Grande;USO GENERAL;01/06/1990;-9;1990;6
Ushuaia;COMERCIAL;01/06/1990;-9;1990;6
Ushuaia;INDUSTRIAL;01/06/1990;-9;1990;6
Ushuaia;OFICIAL;01/06/1990;-9;1990;6
Ushuaia;RESIDENCIAL;01/06/1990;-9;1990;6
Ushuaia;PROMOCIONAL;01/06/1990;-9;1990;6
Ushuaia;LUZ DE OBRA;01/06/1990;-9;1990;6
Ushuaia;BASE NAVAL;01/06/1990;-9;1990;6
Ushuaia;SERVICIOS SANITARIOS (3);01/06/1990;-9;1990;6
Ushuaia;ALUMB.PUBLICO;01/06/1990;-9;1990;6
Ushuaia;GRANES DEMANDAS;01/06/1990;-9;1990;6
Ushuaia;MEDIANAS DEMANDAS;01/06/1990;-9;1990;6
Ushuaia;USO RESIDENCIAL;01/06/1990;-9;1990;6
Ushuaia;USO GENERAL;01/06/1990;-9;1990;6
Ushuaia;ALUMB.PUBLICO;01/06/1990;-9;1990;6
Tolhuin;USO RESIDENCIAL;01/06/1990;-9;1990;6
Tolhuin;USO GENERAL;01/06/1990;-9;1990;6
Tolhuin;MEDIANAS DEMANDAS;01/06/1990;-9;1990;6
Tolhuin;GRANDES DEMANDAS;01/06/1990;-9;1990;6
Tolhuin;ALUMB.PUBLICO;01/06/1990;-9;1990;6
Río Grande;COMERCIAL;01/07/1990;718109;1990;7
Río Grande;INDUSTRIAL;01/07/1990;1104600;1990;7
Río Grande;OFICIAL;01/07/1990;268737;1990;7
Río Grande;RESIDENCIAL;01/07/1990;1298849;1990;7
Río Grande;PROMOCIONAL;01/07/1990;14542;1990;7
Río Grande;ALUMB.PUBLICO;01/07/1990;-9;1990;7
Río Grande;LUZ DE OBRA;01/07/1990;20105;1990;7
Río Grande;JUB. Y PENS.;01/07/1990;36050;1990;7
Río Grande;BASE NAVAL;01/07/1990;-9;1990;7
Río Grande;GRANES DEMANDAS;01/07/1990;-9;1990;7
Río Grande;MEDIANAS DEMANDAS;01/07/1990;-9;1990;7
Río Grande;SERVICIO RESIDENCIAL;01/07/1990;-9;1990;7
Río Grande;USO GENERAL;01/07/1990;-9;1990;7
Ushuaia;COMERCIAL;01/07/1990;-9;1990;7
Ushuaia;INDUSTRIAL;01/07/1990;-9;1990;7
Ushuaia;OFICIAL;01/07/1990;-9;1990;7
Ushuaia;RESIDENCIAL;01/07/1990;-9;1990;7
Ushuaia;PROMOCIONAL;01/07/1990;-9;1990;7
Ushuaia;LUZ DE OBRA;01/07/1990;-9;1990;7
Ushuaia;BASE NAVAL;01/07/1990;-9;1990;7
Ushuaia;SERVICIOS SANITARIOS (3);01/07/1990;-9;1990;7
Ushuaia;ALUMB.PUBLICO;01/07/1990;-9;1990;7
Ushuaia;GRANES DEMANDAS;01/07/1990;-9;1990;7
Ushuaia;MEDIANAS DEMANDAS;01/07/1990;-9;1990;7
Ushuaia;USO RESIDENCIAL;01/07/1990;-9;1990;7
Ushuaia;USO GENERAL;01/07/1990;-9;1990;7
Ushuaia;ALUMB.PUBLICO;01/07/1990;-9;1990;7
Tolhuin;USO RESIDENCIAL;01/07/1990;-9;1990;7
Tolhuin;USO GENERAL;01/07/1990;-9;1990;7
Tolhuin;MEDIANAS DEMANDAS;01/07/1990;-9;1990;7
Tolhuin;GRANDES DEMANDAS;01/07/1990;-9;1990;7
Tolhuin;ALUMB.PUBLICO;01/07/1990;-9;1990;7
Río Grande;COMERCIAL;01/08/1990;773105;1990;8
Río Grande;INDUSTRIAL;01/08/1990;1052967;1990;8
Río Grande;OFICIAL;01/08/1990;256240;1990;8
Río Grande;RESIDENCIAL;01/08/1990;1417415;1990;8
Río Grande;PROMOCIONAL;01/08/1990;14432;1990;8
Río Grande;ALUMB.PUBLICO;01/08/1990;-9;1990;8
Río Grande;LUZ DE OBRA;01/08/1990;24564;1990;8
Río Grande;JUB. Y PENS.;01/08/1990;37734;1990;8
Río Grande;BASE NAVAL;01/08/1990;-9;1990;8
Río Grande;GRANES DEMANDAS;01/08/1990;-9;1990;8
Río Grande;MEDIANAS DEMANDAS;01/08/1990;-9;1990;8
Río Grande;SERVICIO RESIDENCIAL;01/08/1990;-9;1990;8
Río Grande;USO GENERAL;01/08/1990;-9;1990;8
Ushuaia;COMERCIAL;01/08/1990;-9;1990;8
Ushuaia;INDUSTRIAL;01/08/1990;-9;1990;8
Ushuaia;OFICIAL;01/08/1990;-9;1990;8
Ushuaia;RESIDENCIAL;01/08/1990;-9;1990;8
Ushuaia;PROMOCIONAL;01/08/1990;-9;1990;8
Ushuaia;LUZ DE OBRA;01/08/1990;-9;1990;8
Ushuaia;BASE NAVAL;01/08/1990;-9;1990;8
Ushuaia;SERVICIOS SANITARIOS (3);01/08/1990;-9;1990;8
Ushuaia;ALUMB.PUBLICO;01/08/1990;-9;1990;8
Ushuaia;GRANES DEMANDAS;01/08/1990;-9;1990;8
Ushuaia;MEDIANAS DEMANDAS;01/08/1990;-9;1990;8
Ushuaia;USO RESIDENCIAL;01/08/1990;-9;1990;8
Ushuaia;USO GENERAL;01/08/1990;-9;1990;8
Ushuaia;ALUMB.PUBLICO;01/08/1990;-9;1990;8
Tolhuin;USO RESIDENCIAL;01/08/1990;-9;1990;8
Tolhuin;USO GENERAL;01/08/1990;-9;1990;8
Tolhuin;MEDIANAS DEMANDAS;01/08/1990;-9;1990;8
Tolhuin;GRANDES DEMANDAS;01/08/1990;-9;1990;8
Tolhuin;ALUMB.PUBLICO;01/08/1990;-9;1990;8
Río Grande;COMERCIAL;01/09/1990;668239;1990;9
Río Grande;INDUSTRIAL;01/09/1990;875650;1990;9
Río Grande;OFICIAL;01/09/1990;229208;1990;9
Río Grande;RESIDENCIAL;01/09/1990;1261205;1990;9
Río Grande;PROMOCIONAL;01/09/1990;12608;1990;9
Río Grande;ALUMB.PUBLICO;01/09/1990;-9;1990;9
Río Grande;LUZ DE OBRA;01/09/1990;20943;1990;9
Río Grande;JUB. Y PENS.;01/09/1990;34999;1990;9
Río Grande;BASE NAVAL;01/09/1990;-9;1990;9
Río Grande;GRANES DEMANDAS;01/09/1990;-9;1990;9
Río Grande;MEDIANAS DEMANDAS;01/09/1990;-9;1990;9
Río Grande;SERVICIO RESIDENCIAL;01/09/1990;-9;1990;9
Río Grande;USO GENERAL;01/09/1990;-9;1990;9
Ushuaia;COMERCIAL;01/09/1990;-9;1990;9
Ushuaia;INDUSTRIAL;01/09/1990;-9;1990;9
Ushuaia;OFICIAL;01/09/1990;-9;1990;9
Ushuaia;RESIDENCIAL;01/09/1990;-9;1990;9
Ushuaia;PROMOCIONAL;01/09/1990;-9;1990;9
Ushuaia;LUZ DE OBRA;01/09/1990;-9;1990;9
Ushuaia;BASE NAVAL;01/09/1990;-9;1990;9
Ushuaia;SERVICIOS SANITARIOS (3);01/09/1990;-9;1990;9
Ushuaia;ALUMB.PUBLICO;01/09/1990;-9;1990;9
Ushuaia;GRANES DEMANDAS;01/09/1990;-9;1990;9
Ushuaia;MEDIANAS DEMANDAS;01/09/1990;-9;1990;9
Ushuaia;USO RESIDENCIAL;01/09/1990;-9;1990;9
Ushuaia;USO GENERAL;01/09/1990;-9;1990;9
Ushuaia;ALUMB.PUBLICO;01/09/1990;-9;1990;9
Tolhuin;USO RESIDENCIAL;01/09/1990;-9;1990;9
Tolhuin;USO GENERAL;01/09/1990;-9;1990;9
Tolhuin;MEDIANAS DEMANDAS;01/09/1990;-9;1990;9
Tolhuin;GRANDES DEMANDAS;01/09/1990;-9;1990;9
Tolhuin;ALUMB.PUBLICO;01/09/1990;-9;1990;9
Río Grande;COMERCIAL;01/10/1990;687416;1990;10
Río Grande;INDUSTRIAL;01/10/1990;928229;1990;10
Río Grande;OFICIAL;01/10/1990;227774;1990;10
Río Grande;RESIDENCIAL;01/10/1990;1131650;1990;10
Río Grande;PROMOCIONAL;01/10/1990;13409;1990;10
Río Grande;ALUMB.PUBLICO;01/10/1990;-9;1990;10
Río Grande;LUZ DE OBRA;01/10/1990;18306;1990;10
Río Grande;JUB. Y PENS.;01/10/1990;34459;1990;10
Río Grande;BASE NAVAL;01/10/1990;-9;1990;10
Río Grande;GRANES DEMANDAS;01/10/1990;-9;1990;10
Río Grande;MEDIANAS DEMANDAS;01/10/1990;-9;1990;10
Río Grande;SERVICIO RESIDENCIAL;01/10/1990;-9;1990;10
Río Grande;USO GENERAL;01/10/1990;-9;1990;10
Ushuaia;COMERCIAL;01/10/1990;-9;1990;10
Ushuaia;INDUSTRIAL;01/10/1990;-9;1990;10
Ushuaia;OFICIAL;01/10/1990;-9;1990;10
Ushuaia;RESIDENCIAL;01/10/1990;-9;1990;10
Ushuaia;PROMOCIONAL;01/10/1990;-9;1990;10
Ushuaia;LUZ DE OBRA;01/10/1990;-9;1990;10
Ushuaia;BASE NAVAL;01/10/1990;-9;1990;10
Ushuaia;SERVICIOS SANITARIOS (3);01/10/1990;-9;1990;10
Ushuaia;ALUMB.PUBLICO;01/10/1990;-9;1990;10
Ushuaia;GRANES DEMANDAS;01/10/1990;-9;1990;10
Ushuaia;MEDIANAS DEMANDAS;01/10/1990;-9;1990;10
Ushuaia;USO RESIDENCIAL;01/10/1990;-9;1990;10
Ushuaia;USO GENERAL;01/10/1990;-9;1990;10
Ushuaia;ALUMB.PUBLICO;01/10/1990;-9;1990;10
Tolhuin;USO RESIDENCIAL;01/10/1990;-9;1990;10
Tolhuin;USO GENERAL;01/10/1990;-9;1990;10
Tolhuin;MEDIANAS DEMANDAS;01/10/1990;-9;1990;10
Tolhuin;GRANDES DEMANDAS;01/10/1990;-9;1990;10
Tolhuin;ALUMB.PUBLICO;01/10/1990;-9;1990;10
Río Grande;COMERCIAL;01/11/1990;640405;1990;11
Río Grande;INDUSTRIAL;01/11/1990;1121925;1990;11
Río Grande;OFICIAL;01/11/1990;214734;1990;11
Río Grande;RESIDENCIAL;01/11/1990;1105534;1990;11
Río Grande;PROMOCIONAL;01/11/1990;10528;1990;11
Río Grande;ALUMB.PUBLICO;01/11/1990;-9;1990;11
Río Grande;LUZ DE OBRA;01/11/1990;15955;1990;11
Río Grande;JUB. Y PENS.;01/11/1990;33312;1990;11
Río Grande;BASE NAVAL;01/11/1990;-9;1990;11
Río Grande;GRANES DEMANDAS;01/11/1990;-9;1990;11
Río Grande;MEDIANAS DEMANDAS;01/11/1990;-9;1990;11
Río Grande;SERVICIO RESIDENCIAL;01/11/1990;-9;1990;11
Río Grande;USO GENERAL;01/11/1990;-9;1990;11
Ushuaia;COMERCIAL;01/11/1990;-9;1990;11
Ushuaia;INDUSTRIAL;01/11/1990;-9;1990;11
Ushuaia;OFICIAL;01/11/1990;-9;1990;11
Ushuaia;RESIDENCIAL;01/11/1990;-9;1990;11
Ushuaia;PROMOCIONAL;01/11/1990;-9;1990;11
Ushuaia;LUZ DE OBRA;01/11/1990;-9;1990;11
Ushuaia;BASE NAVAL;01/11/1990;-9;1990;11
Ushuaia;SERVICIOS SANITARIOS (3);01/11/1990;-9;1990;11
Ushuaia;ALUMB.PUBLICO;01/11/1990;-9;1990;11
Ushuaia;GRANES DEMANDAS;01/11/1990;-9;1990;11
Ushuaia;MEDIANAS DEMANDAS;01/11/1990;-9;1990;11
Ushuaia;USO RESIDENCIAL;01/11/1990;-9;1990;11
Ushuaia;USO GENERAL;01/11/1990;-9;1990;11
Ushuaia;ALUMB.PUBLICO;01/11/1990;-9;1990;11
Tolhuin;USO RESIDENCIAL;01/11/1990;-9;1990;11
Tolhuin;USO GENERAL;01/11/1990;-9;1990;11
Tolhuin;MEDIANAS DEMANDAS;01/11/1990;-9;1990;11
Tolhuin;GRANDES DEMANDAS;01/11/1990;-9;1990;11
Tolhuin;ALUMB.PUBLICO;01/11/1990;-9;1990;11
Río Grande;COMERCIAL;01/12/1990;622350;1990;12
Río Grande;INDUSTRIAL;01/12/1990;926060;1990;12
Río Grande;OFICIAL;01/12/1990;155878;1990;12
Río Grande;RESIDENCIAL;01/12/1990;1029006;1990;12
Río Grande;PROMOCIONAL;01/12/1990;9002;1990;12
Río Grande;ALUMB.PUBLICO;01/12/1990;-9;1990;12
Río Grande;LUZ DE OBRA;01/12/1990;13718;1990;12
Río Grande;JUB. Y PENS.;01/12/1990;32175;1990;12
Río Grande;BASE NAVAL;01/12/1990;-9;1990;12
Río Grande;GRANES DEMANDAS;01/12/1990;-9;1990;12
Río Grande;MEDIANAS DEMANDAS;01/12/1990;-9;1990;12
Río Grande;SERVICIO RESIDENCIAL;01/12/1990;-9;1990;12
Río Grande;USO GENERAL;01/12/1990;-9;1990;12
Ushuaia;COMERCIAL;01/12/1990;-9;1990;12
Ushuaia;INDUSTRIAL;01/12/1990;-9;1990;12
Ushuaia;OFICIAL;01/12/1990;-9;1990;12
Ushuaia;RESIDENCIAL;01/12/1990;-9;1990;12
Ushuaia;PROMOCIONAL;01/12/1990;-9;1990;12
Ushuaia;LUZ DE OBRA;01/12/1990;-9;1990;12
Ushuaia;BASE NAVAL;01/12/1990;-9;1990;12
Ushuaia;SERVICIOS SANITARIOS (3);01/12/1990;-9;1990;12
Ushuaia;ALUMB.PUBLICO;01/12/1990;-9;1990;12
Ushuaia;GRANES DEMANDAS;01/12/1990;-9;1990;12
Ushuaia;MEDIANAS DEMANDAS;01/12/1990;-9;1990;12
Ushuaia;USO RESIDENCIAL;01/12/1990;-9;1990;12
Ushuaia;USO GENERAL;01/12/1990;-9;1990;12
Ushuaia;ALUMB.PUBLICO;01/12/1990;-9;1990;12
Tolhuin;USO RESIDENCIAL;01/12/1990;-9;1990;12
Tolhuin;USO GENERAL;01/12/1990;-9;1990;12
Tolhuin;MEDIANAS DEMANDAS;01/12/1990;-9;1990;12
Tolhuin;GRANDES DEMANDAS;01/12/1990;-9;1990;12
Tolhuin;ALUMB.PUBLICO;01/12/1990;-9;1990;12
Río Grande;COMERCIAL;01/01/1991;554816;1991;1
Río Grande;INDUSTRIAL;01/01/1991;772979;1991;1
Río Grande;OFICIAL;01/01/1991;155200;1991;1
Río Grande;RESIDENCIAL;01/01/1991;947258;1991;1
Río Grande;PROMOCIONAL;01/01/1991;6627;1991;1
Río Grande;ALUMB.PUBLICO;01/01/1991;-9;1991;1
Río Grande;LUZ DE OBRA;01/01/1991;9797;1991;1
Río Grande;JUB. Y PENS.;01/01/1991;32868;1991;1
Río Grande;BASE NAVAL;01/01/1991;-9;1991;1
Río Grande;GRANES DEMANDAS;01/01/1991;-9;1991;1
Río Grande;MEDIANAS DEMANDAS;01/01/1991;-9;1991;1
Río Grande;SERVICIO RESIDENCIAL;01/01/1991;-9;1991;1
Río Grande;USO GENERAL;01/01/1991;-9;1991;1
Ushuaia;COMERCIAL;01/01/1991;206825;1991;1
Ushuaia;INDUSTRIAL;01/01/1991;351339;1991;1
Ushuaia;OFICIAL;01/01/1991;164913;1991;1
Ushuaia;RESIDENCIAL;01/01/1991;981306;1991;1
Ushuaia;PROMOCIONAL;01/01/1991;-9;1991;1
Ushuaia;LUZ DE OBRA;01/01/1991;-9;1991;1
Ushuaia;BASE NAVAL;01/01/1991;157393;1991;1
Ushuaia;SERVICIOS SANITARIOS (3);01/01/1991;-9;1991;1
Ushuaia;ALUMB.PUBLICO;01/01/1991;-9;1991;1
Ushuaia;GRANES DEMANDAS;01/01/1991;-9;1991;1
Ushuaia;MEDIANAS DEMANDAS;01/01/1991;-9;1991;1
Ushuaia;USO RESIDENCIAL;01/01/1991;-9;1991;1
Ushuaia;USO GENERAL;01/01/1991;-9;1991;1
Ushuaia;ALUMB.PUBLICO;01/01/1991;-9;1991;1
Tolhuin;USO RESIDENCIAL;01/01/1991;-9;1991;1
Tolhuin;USO GENERAL;01/01/1991;-9;1991;1
Tolhuin;MEDIANAS DEMANDAS;01/01/1991;-9;1991;1
Tolhuin;GRANDES DEMANDAS;01/01/1991;-9;1991;1
Tolhuin;ALUMB.PUBLICO;01/01/1991;-9;1991;1
Río Grande;COMERCIAL;01/02/1991;588882;1991;2
Río Grande;INDUSTRIAL;01/02/1991;995769;1991;2
Río Grande;OFICIAL;01/02/1991;185364;1991;2
Río Grande;RESIDENCIAL;01/02/1991;924039;1991;2
Río Grande;PROMOCIONAL;01/02/1991;5353;1991;2
Río Grande;ALUMB.PUBLICO;01/02/1991;-9;1991;2
Río Grande;LUZ DE OBRA;01/02/1991;12196;1991;2
Río Grande;JUB. Y PENS.;01/02/1991;32414;1991;2
Río Grande;BASE NAVAL;01/02/1991;-9;1991;2
Río Grande;GRANES DEMANDAS;01/02/1991;-9;1991;2
